Id,League,GameDate,Round,Venue,HomeTeamName,AwayTeamName,HomeTeamScore,AwayTeamScore,HomeMinorScore,AwayMinorScore
Z1ENFSU1GOCF20140803,Zagame's 12 East NPL1,3/08/2014 12:00:00 AM,Round 16,State Football Centre - Pitch 3 (S),FFV State Under 13 Girls,Oakleigh Cannons FC,0,0,,
Z1ENRSBGS20140803,Zagame's 12 East NPL1,3/08/2014 12:10:00 AM,Round 16,Kevin Bartlett Reserve - Bastow 2,Richmond SC,Bentleigh Greens SC,2,0,,
Z1ENDCSGVSF20140803,Zagame's 12 East NPL1,3/08/2014 1:30:00 AM,Round 16,Frank Holohan Soccer Complex - Pitch 2,Dandenong City SC,Goulburn Valley Suns FC,1,4,,
Z1ENOCFRS20140810,Zagame's 12 East NPL1,10/08/2014 12:00:00 AM,Round 17,Kevin Bartlett Reserve - Bastow 1,Oakleigh Cannons FC,Richmond SC,0,1,,
Z1ENBGSKCF20140810,Zagame's 12 East NPL1,10/08/2014 12:00:00 AM,Round 17,Kingston Heath Soccer Complex - Pitch 3 (S),Bentleigh Greens SC,Kingston City FC,6,1,,
Z1ENGVSFFSU1G20140810,Zagame's 12 East NPL1,10/08/2014 12:00:00 AM,Round 17,V.E. Vibert Reserve - Pitch 2,Goulburn Valley Suns FC,FFV State Under 13 Girls,3,3,,
Z1ENFSU1GDCS20140817,Zagame's 12 East NPL1,17/08/2014 12:00:00 AM,Round 18,State Football Centre - Pitch 3 (S),FFV State Under 13 Girls,Dandenong City SC,0,0,,
Z1ENKCFOCF20140817,Zagame's 12 East NPL1,17/08/2014 12:00:00 AM,Round 18,The Grange Reserve,Kingston City FC,Oakleigh Cannons FC,1,5,,
Z1ENRSGVSF20140817,Zagame's 12 East NPL1,17/08/2014 12:10:00 AM,Round 18,Kevin Bartlett Reserve - Bastow 2,Richmond SC,Goulburn Valley Suns FC,2,1,,
Z1ENDCSRS20140824,Zagame's 12 East NPL1,24/08/2014 12:00:00 AM,Round 19,Frank Holohan Soccer Complex - Pitch 1,Dandenong City SC,Richmond SC,1,1,,
Z1ENOCFBGS20140824,Zagame's 12 East NPL1,24/08/2014 12:00:00 AM,Round 19,Jack Edwards Reserve - Pitch 1,Oakleigh Cannons FC,Bentleigh Greens SC,1,0,,
Z1ENGVSFKCF20140824,Zagame's 12 East NPL1,24/08/2014 12:00:00 AM,Round 19,John McEwen Reserve - Pitch 2,Goulburn Valley Suns FC,Kingston City FC,10,1,,
Z1ENBGSGVSF20140831,Zagame's 12 East NPL1,31/08/2014 12:00:00 AM,Round 20,Kingston Heath Soccer Complex - Pitch 1,Bentleigh Greens SC,Goulburn Valley Suns FC,1,1,,
Z1ENRSFSU1G20140831,Zagame's 12 East NPL1,31/08/2014 12:10:00 AM,Round 20,Kevin Bartlett Reserve - Bastow 2,Richmond SC,FFV State Under 13 Girls,4,0,,
Z1ENKCFDCS20140831,Zagame's 12 East NPL1,31/08/2014 1:00:00 AM,Round 20,The Grange Reserve,Kingston City FC,Dandenong City SC,0,5,,
Z1ENGVSFOCF20140907,Zagame's 12 East NPL1,7/09/2014 12:00:00 AM,Round 21,John McEwen Reserve - Pitch 2,Goulburn Valley Suns FC,Oakleigh Cannons FC,2,2,,
Z1ENFSU1GKCF20140907,Zagame's 12 East NPL1,7/09/2014 12:00:00 AM,Round 21,State Football Centre - Pitch 3 (S),FFV State Under 13 Girls,Kingston City FC,3,2,,
Z1ENDCSBGS20140907,Zagame's 12 East NPL1,7/09/2014 1:15:00 AM,Round 21,Frank Holohan Soccer Complex - Pitch 2,Dandenong City SC,Bentleigh Greens SC,3,0,,
Z1ENBGSFSU1G20140912,Zagame's 12 East NPL1,12/09/2014 9:00:00 AM,Round 22,Kingston Heath Soccer Complex - Pitch 2 (S),Bentleigh Greens SC,FFV State Under 13 Girls,0,0,,
Z1ENOCFDCS20140913,Zagame's 12 East NPL1,13/09/2014 12:10:00 AM,Round 22,Frank Holohan Soccer Complex - Pitch 1,Oakleigh Cannons FC,Dandenong City SC,2,1,,
Z1ENKCFRS20140914,Zagame's 12 East NPL1,14/09/2014 12:00:00 AM,Round 22,The Grange Reserve,Kingston City FC,Richmond SC,0,3,,
