Id,League,GameDate,Round,Venue,HomeTeamName,AwayTeamName,HomeTeamScore,AwayTeamScore,HomeMinorScore,AwayMinorScore
SWPLBUFHUS20140920,Sportsmart Women's Premier League,20/09/2014 2:00:00 AM,Elimination/Qualifying Finals,Hillsview Recreation Reserve - Pitch 1 (S),Bundoora United FC,Heidelberg United SC,4,4,,
SWPLFBLBEFW20140922,Sportsmart Women's Premier League,22/09/2014 9:30:00 AM,Elimination/Qualifying Finals,Veneto Club - David Barro Stadium (S),FC Bulleen Lions,Boroondara Eagles FC WPL,4,0,,
SWPLBEFWHUS20140928,Sportsmart Women's Premier League,28/09/2014 5:00:00 AM,Semi Finals,Dorset Recreation Reserve,Boroondara Eagles FC WPL,Heidelberg United SC,0,5,,
SWPLSMWFFBL20140928,Sportsmart Women's Premier League,28/09/2014 8:00:00 AM,Semi Finals,Lakeside Stadium,South Melbourne Womens FC,FC Bulleen Lions,1,1,,
SWPLFBLHUS20141005,Sportsmart Women's Premier League,5/10/2014 3:00:00 AM,Preliminary,Broadmeadows Valley Park - Pitch 2,FC Bulleen Lions,Heidelberg United SC,1,4,,
SWPLSMWFHUS20141012,Sportsmart Women's Premier League,12/10/2014 7:00:00 AM,Grand Finals,Lakeside Stadium,South Melbourne Womens FC,Heidelberg United SC,1,0,,
